PM2.5,PM10,NO2,SO2,CO,Temperature,Air Quality
416.41565091173135,564.2525615175908,181.31837643196815,288.4710282419097,32.83096395942651,26.665605223435648,Hazardous
7.922625791165369,38.007074721039814,21.177598198159206,8.833565330520065,2.337830988492341,13.24207450781978,Good
8.536592383472696,18.40764557801987,28.839798865219972,4.753134495527437,2.5195790931379474,11.778329873881836,Good
42.999060235297236,140.12951294684356,66.8992571046171,79.46178283107582,11.217045667922632,7.500199041619008,Unhealthy for Sensitive Groups
264.31941476132266,541.9757819278641,246.50672585968115,254.48550809963305,40.789114940187865,18.538414194763135,Hazardous
288.4862268709926,507.6580758324064,262.98796150994417,208.9490135828892,19.534261178089906,38.20283855882507,Hazardous
37.51307524151739,249.239076221792,150.23153349720175,106.37800902268195,10.69213237766463,27.464627976606252,Unhealthy
187.02297360623345,489.80324505673383,217.82481601080227,300.0,26.076318165969067,37.43034652938366,Hazardous
36.52958175807291,289.29589065435226,92.98899267559287,48.03686307479941,9.370514205457868,32.75309785225823,Unhealthy for Sensitive Groups
48.897756499574314,256.9477460713679,92.59980606147417,71.6798641345693,7.229300075353912,9.670404343677845,Unhealthy for Sensitive Groups
41.30710389513833,208.52047725016678,102.92405387977882,75.55634008937453,8.55521008286757,33.42198952514856,Unhealthy for Sensitive Groups
60.86997508337829,347.57434860493595,105.80507179924957,119.38368229550393,12.854217939837971,21.145194290558155,Unhealthy
56.259946798560804,263.87253329856554,87.51768929064764,71.16121506252013,9.410546155301466,14.210812179878518,Unhealthy for Sensitive Groups
245.4392586650685,364.39320326143354,160.90608013898157,113.65864223372314,27.671903378271757,16.54221047975419,Very Unhealthy
401.1207857285052,585.9183712694042,212.59825205419605,237.36830907082623,29.714293429254973,34.36544420528101,Hazardous
49.50963117689519,184.9750843161633,76.10473917088738,74.81697844687329,9.215619490174177,13.407678918646791,Unhealthy for Sensitive Groups
156.69197821613653,346.1481420912657,163.59198952168643,134.36058874405882,11.682546871098598,40.95597503476907,Unhealthy
500.0,525.5238992998953,237.8211899491764,254.8306844953197,43.690886010461796,23.456960040507653,Hazardous
476.97925526312196,438.8294760099162,229.51526435089755,243.16950381021897,47.98672790938523,45.61775906350785,Hazardous
189.68398898336181,388.57473556925805,163.69482527676635,145.31184962396142,17.174409547257227,25.895014224499484,Very Unhealthy
204.76912882839173,406.00386369430606,185.78723969994266,154.7045644975327,29.061179183750497,48.01032433256412,Very Unhealthy
36.125034218670294,203.44906235681904,152.34585484805453,79.27169064172465,15.213157516632451,30.286092592240582,Unhealthy
222.77260951731503,416.0367298819979,156.2407322322971,117.4976903971868,22.167348417656022,37.93926807066137,Very Unhealthy
248.07207974023024,353.38507432196565,184.50506070078896,130.39811370769561,23.046765203788002,52.54781898416227,Very Unhealthy
72.93269412641803,328.9796535612283,135.10458114262346,66.68579610702206,12.917737583450116,30.36838932124133,Unhealthy
8.527346047100446,18.441148785644106,12.076739475983612,9.44090564969581,2.3863813815930874,30.177811420908007,Good
378.53557107058816,501.7896947307968,228.71711985930236,281.6210728607215,26.176012097117344,24.504190537727556,Hazardous
215.04221174902528,367.6747985324346,202.12223719960582,154.23668693031175,29.563860007122287,36.17862713248552,Very Unhealthy
9.400251660994414,39.27544036403397,36.121496362659606,3.9080039657970485,2.8226073937181346,26.578096238029424,Good
35.55688741388417,155.0143746675205,68.35722585503147,44.325871268391,10.950747355100265,14.834108247782048,Unhealthy for Sensitive Groups
11.338763242683678,36.782086796165295,9.601805736048492,1.2013736171419216,3.879815516771429,0.7412412387553786,Good
200.26758724337662,367.22338910350607,145.610259419178,136.64297025827528,17.99549313272054,42.55593761359326,Very Unhealthy
4.4930424542134,44.3643731103811,19.904585509861334,6.903284671204297,1.6783063590425265,19.21533848614131,Good
7.78683741145161,32.38932878764314,12.29509169896767,3.4454210257062723,1.595516172039924,19.95219048431303,Good
7.385143016971565,6.506428905976256,33.01009830308672,7.222377098863839,1.0547654242851758,24.678733964799495,Good
8.558897013608211,20.3839120330412,11.895714720388758,11.907340124799978,1.5499148267994014,13.028563241820471,Good
238.14090873574634,413.39735890043477,198.42301583017695,142.0084676977891,26.837300731208085,12.872290728972771,Very Unhealthy
51.32603090109741,123.0376257896321,73.18639903510068,75.3795719325472,9.471401767590438,13.285373451480158,Unhealthy for Sensitive Groups
13.889944890519466,132.79309902817278,60.65023889636832,39.84024159361225,6.839635670121981,25.730847168916192,Moderate
6.18174812168097,4.846223910753396,13.701250134659247,10.424474423815054,1.595272341806075,30.62836711989157,Good
19.21839956006735,132.318911098304,63.21622179437463,28.463606505568173,4.36294726299427,17.94834166450803,Moderate
4.9768191546669565,37.715723447019556,22.72115088175108,6.33406511688997,2.038050934636017,9.87375434213424,Good
26.250734468157535,109.56867994601845,35.896971274564734,35.92689678138811,6.965346742672698,28.467186807196683,Moderate
4.3431772939523325,20.16089610359372,8.860155426819064,14.517836264035228,0.7623340926872455,20.3394615047735,Good
243.07758463004672,374.58285756573883,150.98617479701744,128.00625654271764,29.91338569999207,39.12028396642129,Very Unhealthy
10.941421534825729,138.0570066493961,37.90819443410047,15.345766743814178,5.195460466169769,9.759455374352905,Moderate
10.394709763281144,19.79519738318138,13.392426683809683,3.333390670838268,3.224773978204411,11.869774657927449,Good
39.86578516899614,63.93822107748845,41.127711602876204,22.61058644109681,4.681043846856375,29.777229118725234,Moderate
10.564023027484922,31.383647471798447,15.425056649212888,11.650837383831522,2.7817602204569,7.116180112900214,Good
7.14904852152446,34.91846765803825,17.943472272490354,2.4965520035691617,2.9614150710752982,11.94906298787832,Good
128.76827304820242,339.2746604251073,185.8932126231506,165.6081371508253,31.99682794526486,30.046262974828377,Very Unhealthy
30.007167586546757,59.04903180967301,25.70896803204707,40.51740794651721,3.767074243959785,13.353218773470623,Moderate
176.3862548605723,326.6876300257333,149.8264418907238,100.34421893512236,13.075679769368554,19.819648909336518,Unhealthy
238.82585533079313,394.15951571723167,181.77646816381846,165.02671831007902,24.959777364985037,33.43042148140523,Very Unhealthy
52.04163668538477,145.96769814310528,84.25756329671172,85.34130870188348,9.242182110484947,18.190126219843158,Unhealthy for Sensitive Groups
50.490888626497565,136.21123543877584,71.82984713828732,89.83890798638829,11.111364424843448,20.759528192932393,Unhealthy for Sensitive Groups
5.024015565455289,130.92944553930067,64.86933724255965,33.28376452414718,5.024817856009108,8.72523300538949,Moderate
103.77757493387166,248.8411916625433,147.54344453219326,87.56018463815127,9.689253970579776,32.47224836420499,Unhealthy
323.53051702167727,519.9510699884046,286.0828692984873,261.1450421585792,48.709988247778035,31.409208491295406,Hazardous
138.9141194868033,353.6053927857278,128.0619990095505,144.35660019620053,14.095744070745296,34.965520411601844,Very Unhealthy
469.63815837233744,541.4862881133342,197.64470605402192,183.0638381794467,48.09358133048347,50.77951494689596,Hazardous
281.7286744543379,565.171054238583,242.07851518297355,287.471190921102,31.604266055713207,36.55052228267995,Hazardous
93.6186859477362,280.31815745317436,123.40960425311786,111.24867973519741,13.729454054565176,18.101262689623425,Unhealthy
166.36798334168716,347.85342055656264,209.79304944282015,111.66005343758744,11.215306152753243,31.947345879371213,Very Unhealthy
9.996734402862618,8.16438478304859,31.198225252030934,11.768925777644185,0.8591532209165494,21.45420995439688,Good
47.8362177273694,150.10773281627436,105.96053395892282,79.77115555798974,9.73510636467994,16.213731510237068,Unhealthy for Sensitive Groups
262.1004994774151,349.03877337788106,168.45554113052464,137.61263933799984,16.607403637739207,26.08410093982359,Very Unhealthy
114.99627248017049,363.99149734890125,116.79000734931718,83.16403654999587,15.624089324874651,39.79865986086438,Unhealthy
117.67622933073653,233.54583543182193,149.62675654176036,93.79681838705106,14.993734493849916,26.633663239624482,Unhealthy
13.168804636871041,43.653953603671916,17.654619599596813,9.897470468977719,1.5954879632681331,25.974062874337445,Good
351.9558703537982,465.44913508490265,264.15857527059006,283.0944023280872,50.0,34.835196712472666,Hazardous
15.77178804130152,91.31797901054793,42.56911912444711,54.770843398870895,8.844297210605916,32.96914582125123,Moderate
265.67966032742163,454.9287079250842,281.53330193784313,138.78268390531514,34.0877424683398,43.76268354603754,Hazardous
5.877175689531621,7.8732626373162,8.938838234190879,3.659038131827176,0.15002782501766357,26.642314351250832,Good
172.99071813769203,374.40705204816504,154.90961534273893,145.93546507450046,24.343576108709478,43.96212517582094,Very Unhealthy
34.83051131833376,119.1335807267919,33.608431728740065,39.58552476644552,5.920822353958544,16.956334249303794,Moderate
12.621467836468156,11.106070743766354,11.734048826045846,6.969422358476993,0.5986843670413535,19.679311128177925,Good
21.802658061418796,140.63929279452177,53.59187826069803,26.35884882072127,8.364018093307221,12.934593726975251,Moderate
83.44985532609063,370.40916875131694,121.93876661218489,97.77518439462298,16.379992684401916,14.251059798431431,Unhealthy
7.525399517704082,30.825798466340228,41.3743186974467,18.090042154141898,8.112699440234172,29.088659357186174,Moderate
